Location,OriginalTweet,ScreenName,Sentiment,TweetAt,UserName,annotation_id,annotator,created_at,id,lead_time,table_value_1,updated_at,AutoLabel
england,@AlbertSamaha @BuzzFeedNews This was my supermarket  earlier rice then pasta  #panicbuying  #Sainsburys #rice #pasta #Covid_19 #coronavirus https://t.co/ytddewaKwI,47059,Neutral,13-03-2020,2107,,,,,,,,Очень отрицательно
"New York, NY","i sneezed in line at the grocery store and this lady wearing gloves and a mask stares at me and JUMPS back, points at me and yells COVID! SHE HAS COVID like bitch no i got allergies. #Covid_19 #coronatime #corona",47060,Negative,13-03-2020,2108,,,,,,,,Отрицательно
"Kingston, Ontario",To the lady prepping for #Covid_19 at the grocery store with 3 boxes of wine (but seriously... maybe some food to go with that alcohol) https://t.co/opFKB7Z2T5,47061,Negative,13-03-2020,2109,,,,,,,,Отрицательно
"New York, USA","Fam, while youre WFH today, call your representatives today and demand they pass the #FamiliesFirst COVID-19 bill.

- Free testing
- 14 days paid sick leave
- 3 months paid family leave
- Expanded unemployment insurance &amp; food security
- Medicaid funds

(202) 224-3121",47062,Negative,13-03-2020,2110,,,,,,,,Отрицательно
Kenya,"Long queues everywhere, even at the local Asian grocery store , there is a huge ass line with empty shelves. There is a scramble for anything dry storable foods.

Kwani mimi ni nini sijaambiwa ? 
#Covid_19 https://t.co/jjcxbAjNDe",47063,Negative,13-03-2020,2111,,,,,,,,Очень отрицательно
?,"Call your representatives today &amp; demand they pass the #FamiliesFirst #coronavirus bill. It includes

-free testing (tho we dont have tests)
-14 days paid sick leave
-3 months paid family leave
-expanded unemployment insurance &amp; food security
-Medicaid funds

212-224-3121",47064,Negative,13-03-2020,2112,,,,,,,,Отрицательно
"Detroit, MI",@zoom_us tell me your website is wrong and that you havent increased prices 10x since yesterday. Because otherwise what was $19.99/month yesterday is now $199.90/month today #pricegouging during a crisis isnt cool #Covid_19,47065,Negative,13-03-2020,2113,,,,,,,,Отрицательно
"Cork, Ireland",what about reserving an hour or 2 of supermarket opening times just for the elderly? even 1 day a week? could be an idea to give them a chance to do their shopping before the panic buyers swoop in #stoppanicbuying #Covid_19 #COVID2019IRELAND,47066,Negative,13-03-2020,2114,,,,,,,,Очень отрицательно
Wales,"If youre going to go and panic buy and strip shelves bare of basic food items, please leave something in the food bank collection points. 

There are people who dont have the disposable income available to fill their cupboards.

#Covid_19 #Corona #Coronavirus",47067,Negative,13-03-2020,2115,,,,,,,,Очень отрицательно
,"there's not a group for acton yet but if you're in #northacton or know someone there who is elderly/disabled/immunocompromised i don't have a car but i can definitely get to the supermarket for you 

#coronavirus #Covid_19 https://t.co/b6yLEoqqPg",47068,Positive,13-03-2020,2116,,,,,,,,Отрицательно
Its Always Sunny in Waterford,"what were not gonna do is be rude to grocery store employees who have no control over the what the store runs out of or how many staff are working at a time, who have no paid sick leave or insurance, and who are exposed to 100s of people a day #CoronaVirusMichigan",47069,Extremely Negative,13-03-2020,2117,,,,,,,,Отрицательно
,"#Oil vs #coronavirus: How will #Gulf economies fare? A double shock of #Covid_19 and falling oil prices brings the spectre of recession to the Gulf, while efforts to diversify economies are being derailed https://t.co/sTYBxCyeB8 #OilPriceCrash https://t.co/wRRfCV0yN8",47070,Extremely Negative,13-03-2020,2118,,,,,,,,Отрицательно
Birmingham & globally at times,"When at the shops over the weekend, to either buy your usual weekly shop, or to panic buy if you are that way inclined. Please buy an additional food item (or more if you can afford ) and donate to a food bank. #COVID_19 #foodbanks #panicbuying @TrussellTrust @birmingham_live https://t.co/hpRZAWnJiZ",47071,Negative,13-03-2020,2119,,,,,,,,Очень отрицательно
sí / her ,ireland produces so much food we have to export most of it. STOP STOCK PILING! covid 19 isnt going to interrupt the stocking of shelves. think of the elderly in ur community who need help and dont have the luxury of getting to the shops as conveniently.,47072,Negative,13-03-2020,2120,,,,,,,,Отрицательно
"Indiana, USA","Decided to use the grocery store pickup at Kroger to be on the safe side, for me, the older people AND the employees. #Covid_19",47073,Positive,13-03-2020,2121,,,,,,,,Отрицательно
washington dc,"Possible #Covid_19 impact on food systems in developing countries. Based on Ebola experience, expect rising food prices, supply/transport issues, possible disruptions to farm activity. It's 2nd-order stuff, but important for people on margin. https://t.co/8DsDZirJby",47074,Positive,13-03-2020,2122,,,,,,,,Отрицательно
,PSA: DONT BE RUDE TO GROCERY STORE WORKERS BECAUSE THE STORE IS OUT OF A PRODUCT. WE DO NOT CONTROL THOSE THINGS AND WE ARE JUST AS FRUSTRATED. #Covid_19,47075,Negative,13-03-2020,2123,,,,,,,,Отрицательно
"Montréal, Québec","#Covid_19 #covid19Canada #CoronaVirusUpdate NHL season suspended, World figure skating championships in Montreal canceled, Indoor activities canceled, Pool and Library will be closed and no toilet paper in supermarket ....",47076,Negative,13-03-2020,2124,,,,,,,,Отрицательно
"New York, USA","I kinda understand people stocking up food but I don't understand why people stock toilet papers!! Besides, check @amazon,  THERE IS NO BIDET LEFT.  people cannot stock toilet papers seem to buy all bidets on Amazon.
#coronavirus #coronapocalypse #COVID2019",47077,Negative,13-03-2020,2125,,,,,,,,Отрицательно
"Ohio, USA",My grocery store. French's fried onions legit the only thing available. #Covid_19 #CoronavirusPandemic #CoronaOutbreak #CoronaVirusUpdate #coronavirus #COVID https://t.co/0RUCpLQLdY,47078,Neutral,13-03-2020,2126,,,,,,,,Отрицательно
"Rockville, MD","#toiletpapercrisis #toiletpaper #ToiletPaperPanic #ToiletPaperEmergency Went to small organic grocery store to get some food. Well, this never gets old ? Toilet paper grocery shopping, new activity for lots of Americans. Those rolls go for $3-4 per piece
#coronavirus #Covid_19 https://t.co/Zbl3c9qGL0",47079,Positive,13-03-2020,2127,,,,,,,,Нейтрально
Fortress of Solitude,"mga adik sa Shopee, Lazada, or online shopping wag muna order ng non important items o kaartehan unless for hygiene, healthcare reasons. prioritize actually important items than vanity and just plain add to cart boredom. #Covid_19 #CoronavirusPandemic #coronavirus",47080,Negative,13-03-2020,2128,,,,,,,,Отрицательно
"London, England","Just been to my local @Tesco this is an example of 2 areas in the shop, not including the baby isle, pain relief, dried food tinned, also frozen foods werent overly stocked.
Lets hope the rest of us who havent stock piled, dont get quarantined! #dontbeselfish #Covid_19 #uk https://t.co/9LqVqUNQIv",47081,Positive,13-03-2020,2129,,,,,,,,Отрицательно
Edinburg,Y'all can stock up on canned food. I'ma stock up on frozen pizza. #coronavirus,47082,Neutral,13-03-2020,2130,,,,,,,,Отрицательно
spain,SUPERMARKET IN BARCELONA | SAKURAS innocent REACTION https://t.co/MSufM8zjiH via @YouTube #Barcelona #Catalunya #Covid_19 #Espanacoronavirus,47083,Positive,13-03-2020,2131,,,,,,,,Отрицательно
"California, USA","So the US govt buying oil (drives prices up) is good for a few days - not months. And he says that helps Americans. Like charging tariffs. 

What a freaking idiot. #Covid_19",47084,Positive,13-03-2020,2132,,,,,,,,Отрицательно
"Ontario, Canada",As this is going please remember to donate to the food banks as some people will not have the money to go out and stock up #Covid_19 #donatetofoodbank,47085,Positive,13-03-2020,2133,,,,,,,,Отрицательно
Wisconsin,"Me: Did you go to the grocery store just to buy apple pie and ice cream?
Dad: No.
Me: Are you certain?
Dad: No; I didnt. I bought the apple pie and ice cream so it didnt look like I bought just fruit.

#shittheoldmansays #movingarijobena #COVID2019",47086,Positive,13-03-2020,2134,,,,,,,,Отрицательно
"Accra, Ghana","Empare y3n!  but we for protect wanna body first. Sanitizers prices sky rocketing,  lol???
#CoronaOutbreak #Covid_19 #CoronaVirusUpdate #GhanaWeDey  #CoronaVirusUpdate #CoronaOutbreak #Ghana #JayElectronica https://t.co/WGkIPC9yv5",47087,Extremely Positive,13-03-2020,2135,,,,,,,,Очень положительно
Los Angeles,everyone panicking at the grocery store tonight has clearly never gone shopping before a hurricane ?? #hunkerdown #covid_19 #hurricanecorona #coronavirus,47088,Negative,13-03-2020,2136,,,,,,,,Очень отрицательно
"Washington, DC","Your local food banks are going to be in high demand for the foreseeable future. Please donate to them if you can.

#Covid_19 #donate #KindnessMatters",47089,Positive,13-03-2020,2137,,,,,,,,Отрицательно
NYC,Everybody is being so extra about the Corona Virus. My supermarket was so packed the line went all the way down to the back aisle. Wash your hands. It's not the apocalypse. #Covid_19,47090,Neutral,13-03-2020,2138,,,,,,,,Отрицательно
"Trinidad, West Trinidad","Coming home in the front seat of a maxi, I overheard the driver telling the other front seat passenger (no I wasn't maccoing, I was in de middle)...

""XYZ Supermarket have their toilet paper selling at $246 for 24 right now""

#Covid_19",47091,Negative,13-03-2020,2139,,,,,,,,Отрицательно
south east asia,"""My uncle in Hong Kong called to ask about our situation here and told us to stock up some food as the situation in China was bad, and it would eventually get worse here too,"" said a typist in Penampang. https://t.co/nvx3tltuqX",47092,Extremely Negative,13-03-2020,2140,,,,,,,,Отрицательно
World Citizen ,@spaceangel1964 Heading out to a supermarket now as my fridge is almost empty - hoping theres something on the shelves for me ? will get something for the #FoodbankFriday of whatever I can too #Covid_19 ? https://t.co/REDLDqBqel,47093,Positive,13-03-2020,2141,,,,,,,,Очень отрицательно
,Working at the grocery store the past couple of days I've come to accept something I've long feared to be true:  Humans are innately stupid.  #Covid_19 #panicbuying #HamOnt,47094,Negative,13-03-2020,2142,,,,,,,,Очень отрицательно
,"I work in a grocery store , please be kind to staff and customers.  If you see someone struggling please help , this panic is scaring the shit out of people !   Remember you rely on us to get your food if we close you are screwed BE KIND &amp; WASH YOUR HANDS #Covid_19 #Coronavirus",47095,Extremely Positive,13-03-2020,2143,,,,,,,,Очень отрицательно
NY,"In all my years of retail, I have never seen anything like today at my store. You guys know I work at a very popular grocery store, and I can never thank my crew enough for what they endured today. I will make it up to them with food, but damn guys. DAMN! #Covid_19",47096,Extremely Negative,13-03-2020,2144,,,,,,,,Отрицательно
Planet earth ,"What to stock up on for coronavirus: Food, supplies to buy for COVID-19 outbreak | https://t.co/KpUqGnBTKj https://t.co/TpwYeY6vnL",47097,Neutral,13-03-2020,2145,,,,,,,,Отрицательно
Denver,"If youd like to contract #Covid_19, head to your nearest grocery store and stock up right now",47098,Positive,13-03-2020,2146,,,,,,,,Отрицательно
,"Dirty bird at grocery store just bought last dozen or so jars of mayonnaise at once, leaving me to ask where all my canned tuna fish is gonna get lube. Adding olive oil is good for stretching out remaining mayo but only goes so far.
#preppers #coronavirus #covid19US #Stretching",47099,Neutral,13-03-2020,2147,,,,,,,,Отрицательно
coventry,#Covid_19 #Xmas come early everywhere closed #supermarket shelves empty #army on streets #CoronaOutbreak #football cancelled for one month #coronovirusuk  families can be together for 1 #month #fooddeliveries #soapandwater @marc0polomints @ranvir01 @AmyColeNews @ShobnaGulati,47100,Negative,13-03-2020,2148,,,,,,,,Очень отрицательно
,"There's no need for #PanicBuying, we've got KWIKY Hand Sanitizer and Isopropyl Alcohol Wipes available on our Canadian retail store - https://t.co/4xbwrHVqwf 
#coronavirus #covid19Canada #Canada https://t.co/6La3ynksyE",47101,Positive,13-03-2020,2149,,,,,,,,Отрицательно
"Baltimore, MD",TFW you accidentally buy clear soda pretending to be sparkling water because the grocery store is a nightmare. #Covid_19,47102,Positive,13-03-2020,2150,,,,,,,,Отрицательно
"Sudbury, Ontario","The line up at my grocery store went all the way around 3 walls. I was just doing my normal groceries, and there was no bread or toilet paper. Theres barely any meat. The frozen food shave been raided. Its like this all@over town. Theres been a single case here. #coronavirus",47103,Positive,13-03-2020,2151,,,,,,,,Отрицательно
world citizen,It just occurred to me that i probably ought to stock up on cat food and cat litter #coronavirus,47104,Neutral,13-03-2020,2152,,,,,,,,Отрицательно
Italy,Ive seen Teala Dunn being sad on her snapchat bc Brandy Melville is closed bc of Coronavirus. AHAHAHAH I cant even go to the supermarket bc Im in quarantine. How funny is that ????????????????#Covid_19 #CoronaOutbreak,47105,Negative,13-03-2020,2153,,,,,,,,Отрицательно
Suicide Street,I work 40+ hr weeks and I still dont have enough money to stock up on food. Im petrified that I will run out of food because the government think its acceptable to pay apprentices £3.90 p/hr and call it liveable. I have a house to pay for but I cant feed myself. #coronavirus,47106,Negative,13-03-2020,2154,,,,,,,,Отрицательно
"eastern shore of virginia, USA","So. To add panic to your already anxious heart, Scott's coworkers sister in law works at the Pentagon and says next week, point of sales will cease. Meaning no more purchasing from stores or food or gas places. For a month. Terrified yet? Me too. #Covid_19",47107,Extremely Negative,13-03-2020,2155,,,,,,,,Очень отрицательно
,"Due to the recent #Covid_19 virus and the lack of toilet rolls available I will be selling these premium toilet rolls. 

Please DM for prices. https://t.co/kTXifvMpvZ",47108,Neutral,13-03-2020,2156,,,,,,,,Отрицательно
,Charging exorbitant prices for sanitizers/masks when its a need of hour for peoples safety isnt any business opportunity. Its really a condemnable deed. Let us contribute towards alleviating the cause rather than being part of the cause. #coronavirusinindia #Covid_19,47109,Extremely Positive,13-03-2020,2157,,,,,,,,Отрицательно
"Los Angeles, CA","Ive never seen such a thing. A packed grocery store with empty aisles. God Help us all ??
#Covid_19 #coronapocalypse",47110,Positive,13-03-2020,2158,,,,,,,,Очень отрицательно
,grocery store employees today ? #Covid_19 https://t.co/CrcdKDDUYW,47111,Neutral,13-03-2020,2159,,,,,,,,Отрицательно
"McKinney, TX",Gonna start a go fund me so instead of going to work I can wait in line at the grocery store. #Covid_19,47112,Neutral,13-03-2020,2160,,,,,,,,Отрицательно
"Berlin, Germany",The government of Vietnam has responded to the #coronavirus pandemic by offering free and healthy meals for people in quarantine areas and free groceries and necessities for entire neighborhoods in lockdown. ? https://t.co/y1ScRPamAf,47113,Extremely Positive,13-03-2020,2161,,,,,,,,Отрицательно
"Washington, DC","This is the start of the apocalypse. 

No money, no food, catastrophic deaths, barren streets, travel halted, world governments acting unilaterally, panic everywhere. 

#Covid_19 #coronavirus #CoronavirusPandemic 

We need real leadership.",47114,Extremely Negative,13-03-2020,2162,,,,,,,,Очень отрицательно
stolen powhatan land ,"? URGENT ?

W/ the hysteria re #Covid_19, Im anxious that my partner and I wont make it to our home in NM if we wait til may

We _need_ to go in a week to be safe. Airline prices have _shot_ up.

Please share this to help us out!

#TransCrowdFund

cash/venmo: @/$ bullshetvik https://t.co/M0vkPn55Qp",47115,Extremely Positive,13-03-2020,2163,,,,,,,,Отрицательно
"Sepang, Selangor","Covid-19 force us to use online video conference/call for

-classes
-meeting

Upcoming
-shopping
-hangout",47116,Neutral,13-03-2020,2164,,,,,,,,Отрицательно
Pittsburgh,"As the grocery store shelfs become bare, I bet all those health nuts are loving that processed food shelf life now.?

#Covid_19 #coronapocalypse #grocerystores #panicbuying",47117,Positive,13-03-2020,2165,,,,,,,,Очень отрицательно
"London, England",Check out what I found. 3 x CAREX 333ml Unicorn Magic Antibacterial Hand Wash Gel Anti Bacterial Flu  https://t.co/YqVU7tIYmh via @eBay_UK #antibacterial #handgel #gel #coronavirus #protection #shop #online #shopping,47118,Negative,13-03-2020,2166,,,,,,,,Очень положительно
"London, England",Check out what I found. 3x CAREX 333ml Antibacterial Hand Wash Gel Anti Bacterial Flu Fun Edition  https://t.co/3U1FSFctr6 via @eBay_UK #antibacterial #handgel #gel #coronavirus #protection #shop #online #shopping,47119,Positive,13-03-2020,2167,,,,,,,,Очень положительно
"London, England",Check out what I found. 3x CAREX Antibacterial Hand Wash Gel Works in Seconds ! Anti Bacterial Flu  https://t.co/6NJQ4AmCQP via @eBay_UK #antibacterial #handgel #gel #coronavirus #protection #shop #online #shopping,47120,Negative,13-03-2020,2168,,,,,,,,Очень положительно
"Rome, Lazio","My husband waiting in line at the grocery store here in Rome
#Italia #lidl #Covid_19 https://t.co/b6BcISo6QX",47121,Neutral,13-03-2020,2169,,,,,,,,Отрицательно
,Just ate something from my stock pile of food. It hasn't even started yet and I'm eating my inventory already #Covid_19 #coronavirus,47122,Neutral,13-03-2020,2170,,,,,,,,Отрицательно
,"When herd mentality makes you want to stockpile unnecessarily, bear in mind the only pasta left on the supermarket shelves this morning is Italian, this is how ill-informed ppl are about #Covid_19.  Take a beat,  check out the @CDCgov website and #buyItalian ? ?",47123,Negative,13-03-2020,2171,,,,,,,,Отрицательно
,"Whats this about, Dr. Birx? https://t.co/AMWRDbLDEX",47124,Neutral,13-03-2020,2172,,,,,,,,Отрицательно
"Ontario, Canada",following the line at the local grocery store from beginning to end! #coronapocalypse #Covid_19 #CoronavirusPandemic #CoronaCanada https://t.co/f4dQURaAfo,47125,Neutral,13-03-2020,2173,,,,,,,,Отрицательно
,"@Safeway during this emergency safeway has RAISED prices throughout the store, kind of disappointing #Covid_19",47126,Extremely Negative,13-03-2020,2174,,,,,,,,Отрицательно
The Suspended City,"lrt who knew COVID-19 was all we needed for ppl to start considering the digital version of everything?

cashless cash
online meetings/classes
online shopping
cloud storage

unfortunately not everyone can afford to use em yet, maybe after COVID-19 is gone let's focus here next?",47127,Negative,13-03-2020,2175,,,,,,,,Отрицательно
"Kansas City, MO",The great grocery store bailout of 2020 #Covid_19 #CoronavirusPandemic #coronavirus,47128,Positive,13-03-2020,2176,,,,,,,,Отрицательно
"San Jose, CA","Relief is coming from the unaffected lands! Veronica is bringing supplies home from Alabama today as the morons here keep buying out everything. 
Prices will be posted later. I bet we can pay a yrs worth of Bama tuition w/whats in her suitcase #toiletpaper #Covid_19 #cloroxwipes https://t.co/WMJQh728uu",47129,Positive,13-03-2020,2177,,,,,,,,Нейтрально
BNA,"Yo mama so nasty COVID won't take her
Yo mama so dumb she thinks the CDC is a tv channel
Yo mama so dirty she got the Coro-NO-NO-NO
Yo mama so dumb she went to the grocery store (that's it)

Yo mama so dumb that she #SocialDistance - no wait, that's smart

#CoronaSnaps #Covid_19",47130,Extremely Negative,13-03-2020,2178,,,,,,,,Отрицательно
"Hyderabad, India","Voltas 1.5 Ton Split AC Online at Best Prices in India on Flipkart. Free Shipping, Cash on Delivery, Best Offers.

Click Here : https://t.co/ommNeJZzLl

#Flipkart #Voltas #AirConditioners #Offers #ACmodels #Covid_19",47131,Extremely Positive,13-03-2020,2179,,,,,,,,Отрицательно
"Hyderabad, India","Realme 6 Pro Price in India | Best price for Realme 6 Pro is Rs.16999 as on 13th March 2020. Read full specifications, expert reviews and Offers On Flipkart! 

Click Here : https://t.co/YlWqqdj1FY

#Flipkart #Realme #Prices #specifications #reviews #Mobiles #Covid_19",47132,Extremely Positive,13-03-2020,2180,,,,,,,,Отрицательно
Kansas City Mo.,#stubhub is offering 120% of cancelled event ticket prices toward a different ticket. Savvy decision many customers will remember after this #Covid_19 business ends.,47133,Negative,13-03-2020,2181,,,,,,,,Отрицательно
,@Reuters Common dont ruin my weekend keep prices down for a month plz ..??.. #oilprice #coronavirus #Covid_19 #CoronavirusPandemic #CoronaOutbreak,47134,Positive,13-03-2020,2182,,,,,,,,Отрицательно
United States,"point of view: u live in LA, &amp; its down-pouring. the pollen count is high, &amp; nobody knows how 2 drive. Ridiculous rent prices force you into public places despite having #COVID_19 fears. ppl r sniffling &amp; sneezing all around u is it allergies? Or early stages of#CoronaVirus?? https://t.co/PqEKVPyWLL",47135,Neutral,13-03-2020,2183,,,,,,,,Отрицательно
,i work in a grocery store. my dept does the online shopping. weve been exceptionally busy bc of COVID-19. +,47136,Neutral,13-03-2020,2184,,,,,,,,Отрицательно
York,"Covid-19 fact. You cant catch it by shopping online @ https://t.co/5JvPCl5rZy  however, you are still welcome to panic buy from us anytime you like https://t.co/z1pWSO1ZtX",47137,Positive,13-03-2020,2185,,,,,,,,Очень отрицательно
,The reason why we cant get shit online via @amazon is cause these 3rd party vendors or hiking up prices at obscene and obnoxious amounts ... I saw some damn Lysol for $114 ... FOH i will not Ill concoct my own cleaning supplies b4 I ever #Covid_19 #CoronaVirus,47138,Extremely Negative,13-03-2020,2186,,,,,,,,Отрицательно
,"My 74yo mother with COPD watches @FoxNews all day. She said she is going to the grocery store today, we have asked her not to go but she insists. If she gets  #Covid_19 can we sue @FoxNews?
#CoronaOutbreak #FlattenTheCurve  #COVID",47139,Neutral,13-03-2020,2187,,,,,,,,Отрицательно
,NJ Shoprite actually it's #FoodTown - ??? I don't want to cause another panic shopping spree but why is there no diet soda Progresso soup or baby food either???  #Covid_19 https://t.co/Ky6eMOBxed,47140,Negative,13-03-2020,2188,,,,,,,,Очень отрицательно
Europe,"Our local supermarket this morning. Staff had to close an isle for saftey yesterday as shoppers where taking the stuff off the shelves before they could stock them. No milk, no rice, no toilet paper, no bread, no pasta. #bonkers #cronovirus #COVID2019IRELAND #Covid_19 #covid19UK https://t.co/GdQtcepAFU",47141,Extremely Negative,13-03-2020,2189,,,,,,,,Отрицательно
,"Me: Im a pretty calm person, I dont usually panic

Me after #StateOfEmergency #Covid_19 #coronapocalypse at the grocery store: https://t.co/jdWQFIjYyX",47142,Positive,13-03-2020,2190,,,,,,,,Очень отрицательно
In Nature,Meat aisle at my local grocery store was almost completely empty so I am reverting to infancy and will be drinking mostly milk this week #Covid_19 https://t.co/YW37u3FMR9,47143,Negative,13-03-2020,2191,,,,,,,,Очень отрицательно
,If the Canadian Gov is suggesting people stay within Canada for March break and not leave the country then they said force the airlines to lower prices for travel within Canada.#Covid_19,47144,Negative,13-03-2020,2192,,,,,,,,Отрицательно
"Los Angeles,CA ","Spent my first self-quarantine day at home; cleaning all my door knobs, counting my stock of food and essentials, and took my break watching Uncut Gems(good movie). Now to watch the news to heighten my anxiety ??? #Covid_19 ???",47145,Positive,13-03-2020,2193,,,,,,,,Отрицательно
"Belfast, Northern Ireland ",Apple retail store closes COVID 19,47146,Neutral,14-03-2020,2194,,,,,,,,Отрицательно
,Cheese is going out of stock 19PH,47147,Neutral,14-03-2020,2195,,,,,,,,Отрицательно
"?? California, USA",These are great tips for staying #CoronaVirus SAFE while shopping for groceriesin-store or online!  https://t.co/pf3ITnKA1q,47148,Extremely Positive,14-03-2020,2196,,,,,,,,Отрицательно
United States,If you re considered at risk during the outbreak now is the time to stock up on supplies including food medicine amp cleaning supplies Be sure you have over the counter medicines amp medical supplies to treat fever amp other symptoms More  ,47149,Positive,14-03-2020,2197,,,,,,,,Отрицательно
www.303Gonzo.com,"Excellent talk with my doctor ?reg scheduled Apt in regards to #coronavirus #Covid_19 that if people READ the guidelines they state:

Stay 6-8ft away from another

Avoid crowds like the grocery store or workplace

Eat at home &amp; can goods

Wash hands, hot water &amp; soaps 30 seconds",47150,Extremely Positive,14-03-2020,2198,,,,,,,,Отрицательно
"San Mateo County, California",In Switzerland you can find a form online to let your neighbours know what you can do to help shopping daycare dog walking drive somewhere collect medicine etc You can then stick it to your building s door so ppl who need help can contact you,47151,Extremely Positive,14-03-2020,2199,,,,,,,,Отрицательно
,Now is the time to stock up on caskets and burial plots for your loved ones before they start price gauging via   Stock up food while you still can to prepare for lockdown,47152,Positive,14-03-2020,2200,,,,,,,,Отрицательно
"Vancouver, British Columbia","By increasing Petrol prices, this is a bold move from Modiji to make ppl sit at home and self quarantine and there by contain virus.  #COVID2019 #PetrolPrices",47153,Positive,14-03-2020,2201,,,,,,,,Отрицательно
Palestine ,"The last time I saw a supermarket this empty was in #Gaza (and it wasnt because of the #Coronavirus) 

Maybe Americans will now be able to relate to what life under a blockade is like when you cant find some of the most basic necessities for your family. https://t.co/VuC3s49d3O",47154,Positive,14-03-2020,2202,,,,,,,,Очень отрицательно
"Queensland, Australia","Panic buying has swamped supermarkets. Tonight New Zealand has announced the strictest border controls in the world. In Queensland, 11 new cases of coronavirus have emerged. https://t.co/NhhGSm4Hqp @G_Chumbley #COVID_19 #7NEWS https://t.co/z6iLcb6non",47155,Negative,14-03-2020,2203,,,,,,,,Отрицательно
505,Why are people stock piling   what s wrong with you Maybe it would be nice to take some of that food and household supplies and donate it to an elderly neighbor who may be isolated lonely and too frightened to go out and do their shopping,47156,Extremely Negative,14-03-2020,2204,,,,,,,,Отрицательно
Fiji,In USA people are stabbing each other over the last package of water bottles in the grocery store. In Australia there is a shortage of toilet paper. In Fiji? The chili sauce isle is empty #coronavirus,47157,Negative,14-03-2020,2205,,,,,,,,Очень отрицательно
"Sheffield, England",Sign of the times Online shopping sites for and have crashed first delivery slot in our area is in over a week s time Could be a real issue for people self isolating in weeks to come unless the supermarkets ramp things up,47158,Neutral,14-03-2020,2206,,,,,,,,Отрицательно
"Canelones, Uruguay","Mientras tanto en el pinar, supermercado Los Kabes??????? #CoronavirusEnUruguay #COVID?19 https://t.co/FQFh7aFZEV",47159,Neutral,14-03-2020,2207,,,,,,,,Отрицательно
homeland,Living in the no TV working online and in the garden taking care of animals in the fields not traveling rarely go shopping in the village nearby is probably the safest nowadays,47160,Positive,14-03-2020,2208,,,,,,,,Отрицательно
At a wooden desk far far away,Good morning https://t.co/M0nLmwnBX7,47161,Positive,14-03-2020,2209,,,,,,,,Отрицательно
"Chicago, IL","So in January, my friend &amp; I were thinking of going to Colombia in April &amp; flights at the time were almost $800. Those prices have now come down to $250 bcos of #Covid_19",47162,Positive,14-03-2020,2210,,,,,,,,Отрицательно
AUTOMATE your Twitter ???,"@roncaruthers Ron, I'd like to hear it from you.

Would it be stupid not to stock up on food and other supplies now?

I just think most people have watched too many movies.

I might just be a #Coronavirus denier, not unlike climate change deni",47163,Negative,14-03-2020,2211,,,,,,,,Отрицательно
Canada,"Is #coronavirus affecting you at this point? 

We are headed out to stock up on some food and toilet paper as we head into the school closure. 

Please stay safe, and healthy.? https://t.co/7lIRgRcOcn",47164,Extremely Positive,14-03-2020,2212,,,,,,,,Отрицательно
West Bank/London/Doha,"Toilet paper, canned food: What explains coronavirus panic buying 

I still dont get the connection between toilet paper and COVID-19, but as one professor of public health said, Were poor at learning and good at forgetting.
https://t.co/csJZBB27uT",47165,Negative,14-03-2020,2213,,,,,,,,Очень отрицательно
"Roma, Lazio",My current dream: GO TO THE SUPERMARKET! ? But my brother wont let me cause he doesnt want to expose me at any risk. #lockdown #Covid_19,47166,Positive,14-03-2020,2214,,,,,,,,Отрицательно
India,"Since, Our govt is far behind in providing the appropriate medical facilities as per the need &amp; seeing the gravity of the situation, But can't our govt do a simplestep in exempting d tax frm sanitizer &amp; mask. Dn't scare of check up to know abt this Virus.
#coronavirus 
#Covid_19 https://t.co/3tZqwXn7Qw",47167,Extremely Negative,14-03-2020,2215,,,,,,,,Отрицательно
,Everyone bulk buying toilet paper face masks food n other shit making stores go out of stock,47168,Negative,14-03-2020,2216,,,,,,,,Отрицательно
Haridwar,"To know the preventive measures that you can take against the coronavirus
#CoronaVirus
#coronavirusinindia  
For Immunity/precaution/cure/sanitizer watch live..
@ABPNews 4pm
@news24tvchannel 4.30pm
@indiatvnews 5pm
@News18India 6pm
@Republic_Bharat @republic 7pm https://t.co/8W2g6G9wC5",47169,Neutral,14-03-2020,2217,,,,,,,,Отрицательно
Scotland,"Don't panic folks! DM me for prices.
#COVID_19uk #coronavirus #coronaUK #Covid_19 https://t.co/f4FYVLAPeg",47170,Negative,14-03-2020,2218,,,,,,,,Очень отрицательно
Never-ending Darkness,Please explain to me why you would need to stock up like you're going inside a fallout shelter? I can't even find regular food for my family. Even dog food isles are empty. WTF people. #CoronavirusOutbreak #coronavirus,47171,Negative,14-03-2020,2219,,,,,,,,Очень отрицательно
?The Milky Way Galaxy?,You know what I kinda fear about this self isolation due to #Coronavirus ? That I will literally end up blowing up my Credit Card doing a shit ton of online shopping because I am bored LOL. Lisa gets destructive when she is bored. Much like a Husky HA.,47172,Extremely Negative,14-03-2020,2220,,,,,,,,Отрицательно
"Shithole, NY","I am NOT panicked about the #Coronavirus. I am panicked about the people who are panicking over the coronavirus!! 
#ChillOut 
#Notoiletpaper
#NoFood https://t.co/l3F8wiUmGx",47173,Positive,14-03-2020,2221,,,,,,,,Очень отрицательно
